Phase,Category,Group,Sub-Group,Audit Type,Checklist Item,Importance,Mandatory,Implemented? (Yes / No),Comments,Evidence
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Constants centralized,Medium,Yes,Yes,"Constants in dedicated files (constant.js, constants.js)",scripts/s-and-p-global/constants.js
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Config-driven behavior,Medium,Yes,Yes,configs.js and placeholders drive behavior,scripts/configs.js
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Shared utilities extracted,Medium,Yes,Yes,Shared utils in scripts/s-and-p-global/utils.js,scripts/s-and-p-global/utils.js
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Duplicate code percentage within standard threshold,High,Yes,Yes,Shared decorators and utilities reduce duplication across blocks,scripts/scripts.js
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,No hardcoded environment values,High,Yes,Yes,Environment-specific config via configs.js and hostname checks,scripts/configs.js
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,Avoid circular dependencies,High,Yes,Yes,ES module tree; no circular import patterns detected,scripts/aem.js
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,No stale TODO/FIXME comments; no comments referencing symbols that do not exist in scope; no commented-out code blocks,Medium,Yes,No,6 TODO/FIXME without tracker refs,blocks/form/components/file/file.js
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,commented-out code blocks >3 lines flagged; TODO/FIXME without issue-tracker reference flagged;,Medium,Yes,Yes,No large commented-out blocks found,blocks/
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Metadata,Code Audit,"Charset meta tag (<meta charset=""UTF-8"">) declared in <head> before any content-producing elements; charset declaration appears within first 1024 bytes of document",Critical,Yes,No,head.html lacks explicit charset meta; relies on server/default,head.html
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Metadata,Code Audit,Language attribute (lang) on <html> element is a valid BCP 47 tag matching page content language; lang attribute not empty or set to 'undefined',High,Yes,No,404.html has bare <html> without lang; head.html has no lang attribute,404.html
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Metadata,Code Audit,Direction attribute (dir) specified on <html> or relevant container elements for RTL language pages; value is 'ltr' or 'rtl' matching content language direction,Medium,No,No,No dir attribute on html elements,404.html
Development,Code Quality & Standards,CSS Architecture & Tokens,Maintainability,Code Audit,"If CSS print stylesheet (@media print) is defined, print styles hide non-essential UI elements (navigation/footer/sidebar/ads)",Medium,No,No,No @media print rules found,styles/
Development,Code Quality & Standards,CSS Architecture & Tokens,Design Tokens,Code Audit,Font-family declarations defined at :root or body level using CSS custom properties; component-level stylesheets reference font-family tokens instead of hardcoding font names,High,Yes,Yes,Font families defined as CSS custom properties in tokens,styles/tokens.css
Development,HTML/CSS/JS Implementation (HTML-first),HTML Media & Data,Images,Code Audit,Content <img> elements have explicit width and height HTML attributes or CSS aspect-ratio set to reserve layout space and prevent CLS,High,Yes,Yes,createOptimizedPicture sets dimensions; lazy loading supported,scripts/aem.js
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No unused npm/yarn packages in package.json; depcheck or npm-check analysis confirms all listed dependencies are imported in source code,High,Yes,Yes,DevDependencies limited to lint/build tools; all referenced in package.json scripts,package.json
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,No setState/dispatch/state-mutation calls inside for/while/do-while/forEach/map/reduce loops; state updates batched or moved outside iteration blocks,High,Yes,Yes,N/A - no React setState; form updates batched via AFB runtime,blocks/form/rules/
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No unused component props passed from parent to child; unused prop detection via static analysis or TypeScript strict mode,Medium,No,Yes,"N/A - vanilla JS blocks, no React props",blocks/
Process & Governance,SDLC / Ways of Working,Version Control & Repository,VCS,Code Audit,Git repository initialized with .git directory present; remote origin configured; repository is not in detached HEAD state,Critical,Yes,Yes,Git repo with .git directory present,.git/HEAD
Process & Governance,SDLC / Ways of Working,Version Control & Repository,VCS,Code Audit,.gitignore file present and includes standard exclusions (node_modules; dist/build output; .env files; OS files; IDE config); no build artifacts or dependency folders committed,Critical,Yes,Yes,".gitignore excludes node_modules, .env, build output",.gitignore
Process & Governance,SDLC / Ways of Working,Version Control & Repository,VCS,Code Audit,Package lock file (package-lock.json or yarn.lock) committed to repository; lock file version matches package.json dependencies; no conflicting lock files present,High,Yes,Yes,package-lock.json committed,package-lock.json
Process & Governance,Quality Gates & Acceptance Criteria,Testing & Quality Gates,Quality,Code Audit,Pre-commit hooks configured (husky; lint-staged; or lefthook); hooks run linting and formatting before each commit; .husky directory or equivalent present,High,Yes,Yes,Husky pre-commit runs lint and JSON build,.husky/pre-commit
Process & Governance,SDLC / Ways of Working,Project Configuration,Config,Code Audit,Node.js version specified via engines field in package.json; version is LTS or current stable,High,Yes,No,No engines field in package.json,package.json
Process & Governance,Compliance & Audit Trail,GenAI Tools & Code Quality,Code Hygiene,Code Audit,Hardcoded mock data or example values left in production code (e.g. 'John Doe'; 'test@example.com'; 'Lorem ipsum'; '123 Main St'; placeholder UUIDs); regex pattern scan across source files,High,Yes,Yes,No mock data in production code paths,blocks/
