Phase,Category,Group,Sub-Group,Audit Type,Checklist Item,Importance,Mandatory,Implemented? (Yes / No),Comments,Evidence
Development,Code Quality & Standards,JavaScript State & Reliability,Async,Code Audit,Avoid memory leaks,Critical,Yes,No,123 addEventListener calls vs only 1 removeEventListener (video.js:269). 11 window/document-level event listeners added but never removed — these persist for the page lifetime. EDS blocks are loaded and may be re-decorated; without cleanup this causes listener accumulation. No AbortController or { once: true } pattern used to manage listener lifecycle except in isolated cases.,123 addEventListener vs 1 removeEventListener across blocks
Development,Code Quality & Standards,JavaScript State & Reliability,Async,Code Audit,Event listeners cleaned up properly,High,Yes,No,"Only 2 files (video.js, carousel.js) use removeEventListener or {once:true}. The vast majority of blocks add event listeners with no cleanup on destroy or re-decoration. No AbortController pattern exists. Window/document-level listeners (resize, scroll, click, keydown) in header, footer, carousel, and other blocks are never removed.",removeEventListener found only in blocks/video/video.js and blocks/carousel/carousel.js
Development,Code Quality & Standards,JavaScript State & Reliability,Async,Code Audit,Async logic uses async/await,High,Yes,No,"30 files use async/await but 9 files still mix in .then()/.catch() chains (27 occurrences across brightcove-video.js, video.js, press-releases.js, carousel.js, eds-form.js, maps.js, recaptcha.js, embed-form.js, brightcove-podcast-player.js). Mixed async patterns reduce readability and error-handling consistency.",27 .then()/.catch() chains across 9 block JS files alongside async/await usage
Development,Code Quality & Standards,JavaScript State & Reliability,Async,Code Audit,Promises handled correctly,High,Yes,No,"Multiple fetch() calls lack error handling — 25 fetch usages found, none chained directly with .catch(); brightcove-video.js has several .catch(()=>{}) that silently swallow errors. Some .then() chains have no rejection handler. Unhandled promise rejections can cause silent failures in content loading and form submission.","25 fetch() calls across blocks/ without paired .catch(); brightcove-video.js:533,675,835 use .catch(()=>{}) silently"
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,State changes occur through defined setters/reducers/actions; no direct state object property mutations outside state management layer,High,Yes,No,"No formal state management layer exists. Blocks manage state via local variables and direct DOM mutation, which is standard for EDS vanilla JS. However, global state is mutated directly: window.providerToMarkerMap (maps.js:271), window.filterOptions (find-an-injector.js:758), and window.dataLayer (video.js:187). No setters, reducers, or actions defined — mutations happen freely at module scope.",window.providerToMarkerMap= in blocks/eds-form/maps.js:271; window.filterOptions= in blocks/eds-form/find-an-injector.js:758
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,No mutation of shared state,High,Yes,No,"Shared/global state is directly mutated: window.providerToMarkerMap, window.filterOptions, window.dataLayer, and the GTM dataLayer array are mutated by multiple blocks without coordination. No immutability patterns or shared-state contracts in place.",window.providerToMarkerMap= in maps.js:271; window.filterOptions= in find-an-injector.js:758; window.dataLayer mutations in video.js and brightcove-podcast-player.js
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,No side effects in pure functions,High,Yes,No,"Multiple helper functions produce side effects: find-an-injector.js utility functions (showLoader, hideLoader, showError) directly query and mutate global DOM nodes rather than operating on passed elements. window.providerToMarkerMap and window.filterOptions are mutated inside functions ostensibly serving other purposes. No separation between pure computation and DOM/state side effects.",find-an-injector.js:21-218 — helper functions call document.querySelector() and mutate DOM directly; maps.js:271 mutates window.providerToMarkerMap inside a setup function
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,Consistent return types,Medium,No,No,"No TypeScript, so return types are unenforced. Functions return inconsistent types: null, false, undefined, empty string, and DOM elements are returned interchangeably across 143 occurrences of null/false/undefined/''. No JSDoc @returns annotations found to document intended return types.",143 mixed null/false/undefined/'' return statements across blocks/ JS files; no TypeScript or JSDoc @returns in use
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No global variables,Critical,Yes,No,"No bare var declarations at file scope (all files are ES modules so top-level const/let are module-scoped). However, true globals are created via window.* assignments: window.providerToMarkerMap (maps.js:271) and window.filterOptions (find-an-injector.js:758). These pollute the global namespace and create cross-block coupling.",window.providerToMarkerMap= in blocks/eds-form/maps.js:271; window.filterOptions= in blocks/eds-form/find-an-injector.js:758
Development,EDS Block & Fragment Development,JavaScript Code Structure & Hygiene,Structure,Code Audit,JS scoped to component or block,High,Yes,No,"Most blocks correctly scope JS to the passed block element. However, 28 document.querySelector() calls reach outside block scope: find-an-injector.js has 20+ global DOM queries; linklist.js:1308 queries a dialog outside its block; modal.js:52 appends to document main; maps.js:64 queries .fap-toggleMap globally. This creates tight coupling between blocks.",28 document.querySelector() calls across blocks/ breaking block isolation; worst in blocks/eds-form/find-an-injector.js (20+ occurrences)
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,Consistent coding style,High,Yes,Yes,"ESLint configured with airbnb-base + xwalk/recommended enforcing consistent style. Unix linebreaks enforced, JS extensions required in imports, no-param-reassign allowing prop mutations. Some rules relaxed for eds-form, stock-ticker, and theme-tools via overrides. No console.log calls found in blocks. Style is generally consistent across the codebase.",.eslintrc.js — airbnb-base + xwalk/recommended; 0 console.log calls in blocks
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,Avoid deeply nested callbacks,High,Yes,No,"Most blocks use async/await avoiding callback nesting, but find-an-injector.js contains setTimeout wrapping async callbacks (lines 434, 466, 567) adding unnecessary nesting. No true callback pyramid-of-doom, but the setTimeout-wrapping-async pattern is an antipattern that adds unnecessary indirection and makes error handling harder.","blocks/eds-form/find-an-injector.js:434,466,567 — setTimeout wrapping async callbacks"
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,Call chain depth <=4 levels; wrapper functions that only delegate flagged; files with >80% re-exports flagged,Medium,No,Yes,"EDS block files follow a flat module pattern — each block exports a single decorate() function with helpers defined in the same file. No re-export barrel files found. Call chains are generally shallow (decorate → helper functions). story-card.js exports 3 named functions for cross-block use, which is appropriate. No excessive delegation wrappers detected.",All block JS files export single decorate() function; no re-export index files; story-card.js:1078-1103 exports 3 named functions for legitimate cross-block use
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,"All external inputs are validated, sanitized, and securely handled to prevent errors, misuse, and security vulnerabilities",Medium,Yes,No,"No DOMPurify or HTML sanitization library is used. 47 innerHTML assignments found; most use static strings or AEM-authored content (trusted), but brightcove-video.js:366,919 set innerHTML from cfg.overlayDescription which is read from block DOM innerHTML — an unsanitized passthrough. embed.js:85 sets innerHTML from a URL-derived embed string. No input validation layer for URL parameters or API responses before they reach the DOM.","brightcove-video.js:366,919 — desc.innerHTML = cfg.overlayDescription (read from block DOM unsanitized); embed.js:85 — block.innerHTML from URL; no DOMPurify or sanitization utility found"
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No unreachable code,Medium,No,Yes,"No debugger statements or obviously dead code blocks found. 32 early-return guard clauses are expected patterns. 3 TODO comments in custom-image.js:62-72 mark unimplemented modal logic (stub code, not unreachable). ESLint airbnb-base includes no-unreachable rule which enforces this at lint time.",No debugger statements found; 3 TODO stubs in blocks/custom-image/custom-image.js:62-72; ESLint no-unreachable enforced via airbnb-base
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No empty catch blocks,Medium,Yes,No,"Two genuinely empty catch blocks found: story-card.js:590 has a comment-only catch (silently swallows index unavailability), story-card.js:859 falls back silently on URL normalization failure. brightcove-video.js:675 uses .catch(()=>{}) silently. video.js:231 catch returns silently. These suppress errors with no logging or user feedback.",story-card.js:590 — empty catch (comment only); brightcove-video.js:675 — .catch(()=>{}); video.js:231 — catch { return; }
Accessibility,WCAG 2.1 AA Compliance,Accessibility - WCAG Core,WCAG Core,Code Audit,WCAG 2.1 AA compliance met,Critical,Yes,No,"Multiple WCAG 2.1 AA failures identified: (1) header.js:658 — invalid a>button nesting; (2) brightcove-video.js:944-948 — duplicate static IDs primaryVideoTitle/primaryVideoDesc when multiple instances on page; (3) eds-form.js:679-687 — error messages not linked via aria-describedby; (4) tag-utility-nav.js:99-117 — icon-only clear button with no aria-label (SC 4.1.2); (5) footer.js:34 and linklist.js:1252 — role=button on anchor without keyboard event parity; (6) story-card.css flex column-reverse causes visual/DOM tab order mismatch (SC 1.3.2, 2.4.3).","header.js:658; brightcove-video.js:944-948; eds-form.js:679-687; tag-utility-nav.js:99-117; footer.js:34; linklist.js:1252; story-card.css:63,680,945"
Accessibility,WCAG 2.1 AA Compliance,Accessibility - WCAG Core,WCAG Core,Code Audit,Announce dynamic content changes,Medium,Yes,No,"Only 5 blocks use aria-live or role=alert: tag-utility-nav, press-releases, find-an-injector, stock-ticker, search-input. Major dynamic content blocks lack announcements: carousel slide changes have no aria-live region; eds-form error messages (eds-form.js:679-687) have no role=alert; search results in search.js have no live region. Dynamic content changes in these blocks are invisible to screen reader users.","carousel.js, eds-form.js, search.js — no aria-live or role=alert found; only 5 of ~25 dynamic blocks implement live regions"
Accessibility,WCAG 2.1 AA Compliance,Accessibility - Components & Content,Components,Code Audit,Modal/dialog elements have role='dialog' or role='alertdialog' with aria-modal='true' and aria-labelledby/aria-label; keydown handler for Escape key present in source; focusable elements exist inside dialog container,High,Yes,No,"Modal uses native HTML dialog element (showModal()) which provides role=dialog, focus trap, and Escape key handling natively — those are correct. However: (1) no aria-labelledby or aria-label on the dialog element itself (only close button has aria-label=""Close""); (2) no aria-modal=""true"" (best practice for AT compatibility); (3) no explicit focus management to first focusable element after showModal(). Close button correctly has aria-label.","blocks/modal/modal.js — uses dialog.showModal() (native a11y), but missing aria-labelledby on dialog element and aria-modal=true; no explicit post-open focus management"
Accessibility,WCAG 2.1 AA Compliance,Accessibility - Components & Content,Components,Code Audit,<video> elements have <track kind='captions'> with valid non-empty src,Medium,Yes,No,Two blocks create native video elements: video.js:381 (self-hosted MP4 player) and hero-container.js:84 (background video). Neither adds a track element for captions. video.js creates the video element dynamically but never appends a track element even when captions are referenced in config. Brightcove uses video-js custom element (captions handled by Brightcove SDK separately).,"blocks/video/video.js:381-401 — native video element created without track element; blocks/hero-container/hero-container.js:84 — background video element, no track"
Accessibility,WCAG 2.1 AA Compliance,Accessibility - Components & Content,Components,Code Audit,<audio> elements have adjacent transcript link or aria-describedby pointing to transcript content; transcript container visible (not display:none/visibility:hidden),Medium,Yes,No,"brightcove-podcast-player.js creates an audio-only Brightcove player but has no transcript link or aria-describedby pointing to transcript content. brightcove-video.js has extensive transcript config fields (transcriptType, transcriptLink, etc.) for video but the podcast player block has no transcript authoring fields or adjacent transcript link. No native audio elements are created; the podcast player uses video-js element in audio mode.",blocks/brightcove-podcast-player/brightcove-podcast-player.js — no transcript fields; blocks/brightcove-video/brightcove-video.js has transcript config but podcast block does not
Accessibility,Keyboard Navigation,Accessibility - Components & Content,Components,Code Audit,No focus-trap calls outside of modal/dialog components; no keydown handlers that programmatically restrict Tab key to a subset of elements on non-modal pages,Medium,Yes,Yes,No focus-trap library usage or custom Tab key interception found outside of the native dialog element (which handles focus trap correctly via showModal()). No keydown handlers that preventDefault on Tab key. No programmatic focus restriction on non-modal pages detected.,"No focus-trap, trapFocus, or Tab key preventDefault patterns found in blocks/; modal uses native dialog.showModal() for legitimate focus containment"
Accessibility,Keyboard Navigation,Accessibility - CSS,Focus,Code Audit,Visible focus styles present,Critical,Yes,No,"Global focus styles defined in styles.css (a:focus-visible, button:focus with CSS token --corp-focus-visible-outline). However, 14 outline:none/0 declarations in block CSS files remove focus indicators without replacement: eds-form.css:109,127,139,146,239 removes outline on focused inputs and selects (only replaces with box-shadow on some); carousel.css:135, header.css:677, tag-utility-nav.css:67, editorial-feed.css:203,422, search-input.css:34,42 all suppress focus outlines with no visible alternative.","14 outline:none/0 instances in block CSS files without replacement focus indicator; eds-form.css:109,127; carousel.css:135; header.css:677; search-input.css:34,42; editorial-feed.css:203,422"
Accessibility,WCAG 2.1 AA Compliance,Accessibility - CSS,Visual,Code Audit,All CSS :hover rules have corresponding :focus or :focus-visible rules on the same selectors,Medium,Yes,No,"133 :hover rules in block CSS files have no corresponding :focus or :focus-visible counterpart on the same selector. Examples: footer.css:104 (a:hover, no a:focus), form.css:78-80 (input/select/textarea:hover, no :focus), story-card.css:382-402 (multiple card :hover states, no keyboard equivalent). Keyboard users cannot trigger hover-based visual changes.","133 standalone :hover rules in blocks/ CSS without paired :focus/:focus-visible; e.g. blocks/footer/footer.css:104, blocks/form/form.css:78-80, blocks/story-card/story-card.css:382-402"
Accessibility,WCAG 2.1 AA Compliance,Accessibility - CSS,Visual,Code Audit,Visually-hidden patterns (.sr-only/.visually-hidden) use approved clip/position technique; no display:none or visibility:hidden on screen-reader-targeted text,Medium,Yes,Yes,".sr-only class uses the approved clip-path:inset(50%) technique with position:absolute, width/height:1px, overflow:hidden — correct pattern in both styles/styles.css:703 and styles/utils.css:13. utils.css also includes .sr-only-focusable for skip links. No display:none or visibility:hidden used on screen-reader-targeted text elements.",styles/styles.css:703-712 and styles/utils.css:13-25 — correct clip-path:inset(50%) sr-only implementation
Security,Security Standards,Security - Client-Side Code,Scripts,Code Audit,No eval() or Function(string) usage,Critical,Yes,Yes,No eval() or new Function(string) calls found anywhere in blocks/ or scripts/. ESLint airbnb-base includes no-eval rule which enforces this at lint time.,grep for eval( and new Function( in blocks/ and scripts/ returned no results
Security,Security Standards,Security - Client-Side Code,Scripts,Code Audit,No document.write or document.writeln,Critical,Yes,Yes,No document.write() or document.writeln() calls found in blocks/ or scripts/.,grep for document.write and document.writeln returned no results
Security,Security Standards,Security - Client-Side Code,Scripts,Code Audit,External scripts use Subresource Integrity (SRI) where applicable,High,Yes,No,Multiple external scripts are dynamically injected without SRI: brightcove-video.js:234-235 loads Brightcove SDK from BC_PLAYERS_BASE CDN; maps.js:21-29 loads Google Maps API; recaptcha.js:18-32 loads reCAPTCHA; embed.js:9-12 loads Twitter embed scripts. None set integrity or crossorigin attributes. EDS inline scripts in head.html also lack SRI.,brightcove-video.js:234; maps.js:21-29; recaptcha.js:18-32; embed.js:9-12 — all dynamically inject external scripts without integrity attribute
Security,Security Standards,Security - Client-Side Code,Scripts,Code Audit,No unsanitized user input in innerHTML or dangerous sinks,Critical,Yes,No,"As identified in row 75: brightcove-video.js:366,919 set desc.innerHTML from cfg.overlayDescription, which originates from block DOM innerHTML — an unsanitized passthrough from AEM-authored content. embed.js:85 sets block.innerHTML from a URL-derived embed string. No DOMPurify or sanitization. While AEM-authored content is trusted, the pattern creates risk if injection occurs at content level or block decoration time.",brightcove-video.js:366 desc.innerHTML = cfg.overlayDescription; brightcove-video.js:919 same pattern; embed.js:85 block.innerHTML from URL string; no sanitization library present
Security,Secrets Management,Security - Data & Secrets,Secrets,Code Audit,No hardcoded API keys or secrets in source,Critical,Yes,Yes,"No hardcoded API keys or secrets found in source. Google Maps API key is retrieved at runtime via getConfigValue('gmapsKey') from a server-side config endpoint (scripts/config.js). GTM ID similarly fetched via getConfigValue('gtm-id'). No raw key strings matching known secret patterns (AIza, AKIA, sk-, etc.) found in JS files.","find-an-injector.js:12 — GOOGLE_MAPS_API_KEY = await getConfigValue('gmapsKey') (runtime fetch, not hardcoded); no raw secret patterns found"
Security,Secrets Management,Security - Data & Secrets,Secrets,Code Audit,No credentials or tokens in URLs or query parameters,High,Yes,Yes,"No credentials, tokens, or secrets found embedded in URLs or query parameters. API keys are fetched at runtime from config endpoints and passed as variables, not constructed into URL strings with literal key values. Google Maps API key is appended via the loadGoogleMapsAPI function using the runtime value, not hardcoded in the URL.",No key=/token=/secret= patterns found in fetch() calls or URL constructions in blocks/ or scripts
Security,Secrets Management,Security - Data & Secrets,Secrets,Code Audit,No sensitive data in client-side comments or console logs,Medium,No,Yes,"Console logs contain only error messages and diagnostic context (URLs, error objects) — no sensitive data, credentials, or PII logged. Comments in source do not contain API keys or secrets. 14 console.error/warn/log calls found, all logging operational errors (network failures, missing config, form build errors) without exposing secrets.","14 console.* calls in blocks/ and scripts/ — all log error context, not sensitive data"
Security,Secrets Management,Security - Data & Secrets,Storage,Code Audit,No insecure storage usage (localStorage/sessionStorage/Cookies or other browser storage for secrets),Critical,Yes,Yes,"sessionStorage is used only for non-sensitive performance caching: hero-container rotation index (hero-container-{pathname}), pipeline tag JSON cache, and linklist index/tag data. No API keys, tokens, credentials, or PII are stored in localStorage, sessionStorage, or cookies. No localStorage usage found at all.","sessionStorage used in hero-container.js (rotation counter), pipeline-utility-nav.js (tags.json cache), linklist.js (index/tags cache) — all non-sensitive content data"
Security,Secrets Management,Security - Data & Secrets,Storage,Code Audit,No PII stored in cookies or browser storage without encryption or consent,Critical,Yes,Yes,"No PII is stored in sessionStorage, localStorage, or cookies in the codebase. All storage usage is limited to non-sensitive cached content (hero rotation index, tag/index JSON). No document.cookie write operations found. User form input is submitted directly to server endpoints and not persisted client-side.","No document.cookie writes found; sessionStorage stores only content cache (tags.json, index data, rotation counter) — no PII"
Security,Dependency / SBOM Review,Security - Dependencies,Dependencies,Code Audit,No known vulnerable dependencies (npm audit / Snyk),Critical,Yes,No,"npm audit failed with HTTP 426 Upgrade Required — local npm is using HTTP/TLS 1.0 which the registry now rejects, so vulnerability status cannot be confirmed. Dependencies appear reasonably current (@babel/core 7.23.7, eslint 8.57.1, postcss 8.5.6, stylelint 16.23.1) but formal audit could not be completed. Recommend running audit from a TLS 1.2+ capable environment.",npm audit returned HTTP 426 error (TLS version mismatch); unable to complete automated dependency vulnerability check
Security,Security Standards,Security - Forms & Input,Input,Code Audit,No sensitive data exposed in client-visible IDs or data attributes,Medium,No,Yes,"No sensitive data (secrets, tokens, passwords, PII, SSN, DOB, email, phone) found in client-visible IDs or data attributes. IDs and data attributes are functional identifiers (block names, analytics labels, component config) with no sensitive values.",grep for sensitive patterns in data-/id= attributes returned no results across blocks
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,Zero lint errors (ESLint/Stylelint),Critical,Yes,Yes,ESLint and Stylelint both exit with code 0 and produce no output — zero lint errors and zero warnings across blocks/ and styles/. Husky pre-commit hooks enforce lint on every commit.,"npx eslint blocks/ scripts/ --max-warnings=0 → exit 0, no output; npx stylelint blocks/**/*.css styles/**/*.css → exit 0, no output"
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No unused variables,Critical,Yes,Yes,"ESLint with no-unused-vars set to error returns zero violations. The airbnb-base config enforces no-unused-vars by default. Note: eds-form/ and stock-ticker/ override this to warn per .eslintrc.js, but the overall ESLint run reports no errors or warnings.","npx eslint blocks/ scripts/ with no-unused-vars:error → exit 0, no violations reported"
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No unused functions,Critical,Yes,Yes,ESLint airbnb-base enforces no-unused-vars which covers unused function declarations and expressions. The full lint run returned zero errors/warnings. 315 non-exported function declarations in blocks/ — all pass ESLint validation. No manual dead function detection needed beyond what ESLint confirms.,Full ESLint run (blocks/ + scripts/) exits 0 with no violations; no-unused-vars is enforced by airbnb-base config
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No unused imports,Critical,Yes,Yes,"ESLint with airbnb-base enforces no-unused-vars and eslint-plugin-import, which together flag unused imports. Full ESLint run exits 0 with zero errors/warnings, confirming no unused imports exist.",Full ESLint run exits 0; airbnb-base + eslint-plugin-import enforce unused import detection
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No dead code paths,High,Yes,Yes,"No always-true/always-false condition patterns found that would create dead code paths. ESLint airbnb-base enforces no-unreachable and no-constant-condition rules. Full lint run exits 0. Conditional patterns found (video.js) are legitimate runtime checks, not dead code.",No dead code path patterns found; ESLint no-unreachable and no-constant-condition enforced via airbnb-base; full lint run exits 0
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No dead code files (unreferenced modules),High,Yes,Yes,"In EDS, block JS files are auto-loaded by the framework based on block class names present in the page DOM — they don't require explicit imports to be ""referenced."" All JS files in blocks/ follow the {block-name}/{block-name}.js pattern or are helper modules imported by other files. No unreferenced module files detected.","All block JS files follow EDS auto-load naming convention; helper module files (form-fields.js, maps.js, recaptcha.js, find-an-injector.js) are imported by their parent block JS files"
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No commented-out production code,High,Yes,No,"Commented-out production code found in multiple files: video.js:10 has a commented-out prefersReducedMotion const; quote.js:83,137,329,407,412 has 5 commented-out lang/bgAlt attribute lines; carousel.js:467-479 has a 10+ line commented-out extractCarouselItemImage() function. These should be removed or tracked in version control history.","video.js:10; quote.js:83,137,329,407,412; carousel.js:467-479 — commented-out production code blocks"
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No implicit globals,High,Yes,Yes,"All JS files use ES modules (type=""module"") which run in strict mode by default, preventing implicit global variable creation. No bare assignment statements at module scope found. ESLint airbnb-base enforces no-undef and no-implicit-globals. Full ESLint run exits 0.",All block JS files are ES modules (strict mode); no bare top-level assignments; ESLint no-undef enforced via airbnb-base
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,Consistent file structure,Medium,Yes,Yes,"Blocks follow consistent EDS structure: each block has a directory named after the block containing {block-name}.js and/or {block-name}.css. Only two directories (sample, test) lack main block files — both appear to be placeholder/scaffolding directories, not production blocks. scripts/, styles/, and tools/ follow standard EDS project layout.",All 38 production block directories follow {block-name}/{block-name}.js/.css pattern; only sample/ and test/ placeholder dirs lack main files
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No duplicated constants,Medium,Yes,No,"The Brightcove CDN base URL 'https://players.brightcove.net' is duplicated across 3 files: brightcove-video.js:6 defines BC_PLAYERS_BASE, but cards.js:43 and brightcove-podcast-player.js:90 hardcode the same URL inline without importing the constant. The ROW constant name is reused across 8 block files but with different values — acceptable as each is module-scoped and block-specific.",https://players.brightcove.net hardcoded in cards.js:43 and brightcove-podcast-player.js:90 duplicating the BC_PLAYERS_BASE constant from brightcove-video.js:6
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Variable names >2 characters (excluding loop iterators i/j/k/x/y); no single-letter variables outside loops; no anti-pattern names (temp/tmp/data/val/stuff/thing/foo/bar without qualifier); camelCase or snake_case consistent per file,High,Yes,No,"Multiple single-letter variable names found outside loops: video.js (b, p), embed.js (t), custom-image.js (a), brightcove-video.js (p, b, m, s), carousel.js (d, h), eds-form.js (p). Anti-pattern names found: const data = (7 occurrences), const val = (2 occurrences) without qualifiers. The codebase uses camelCase consistently, but single-letter DOM element variables are a readability concern.","Single-letter vars: video.js:523,588; embed.js:104,120; brightcove-video.js:690-712; Anti-patterns: data= in find-an-injector.js:395,753; search.js:208; linklist.js:944,1784"
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Function names start with verb (get/set/is/has/should/create/update/delete/handle/render/fetch/parse/validate/transform/format/check/find/load/save/remove/add/init/build/compute/on); names >4 characters; no generic names (doStuff/handleIt/process/run without descriptive suffix),High,Yes,Yes,"Function names consistently start with descriptive verbs: get*, is*, has*, create*, build*, setup*, bind*, parse*, resolve*, pick*, handle* — all follow the required pattern. No generic names like doStuff, process, run found. Functions are >4 characters and camelCase. All blocks follow consistent naming conventions.","Sampled function names across blocks/: createColumn, isLinkList, hasPicture, getFieldElement, parseBooleanValue, buildOverlayButtonIcon, setupYouTubeAnalytics — all verb-prefixed and descriptive"
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Consistent naming conventions,High,Yes,Yes,"Naming conventions are consistent across the codebase: camelCase for functions and variables, SCREAMING_SNAKE_CASE for module-level constants (BC_PLAYERS_BASE, FIELD_CREATOR_FUNCTIONS, CONFIG_ROW_COUNT, ROW, etc.), PascalCase for the single class (FormTypeHandler). CSS class names use kebab-case throughout. ESLint camelcase rule enforced via airbnb-base. The one CSS inconsistency (quote.css underscore class) is in CSS not JS.","camelCase functions/vars consistent; SCREAMING_SNAKE module constants (BC_PLAYERS_BASE, FIELD_CREATOR_FUNCTIONS); PascalCase class (FormTypeHandler); kebab-case CSS classes throughout"
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,No nested ternary expressions beyond 1 level; no if/else chains >4 branches (suggest switch/object-map); boolean expressions <=3 conditions per statement; complex boolean expressions without intermediate named variable flagged,High,Yes,No,"Nested ternaries in template literals (video.js:326,362) are acceptable single-level usage. However, eds-form.js has if/else chains with 7+ branches (category checks at lines 735-746) and brightcove-video.js has 8 else-if chains without a switch. Triple-|| chains found in linklist.js:1156,1826. ESLint no-nested-ternary is disabled for eds-form/ per .eslintrc.js override.","eds-form.js:735-746 — 7-branch if/else chain (suggest object map); brightcove-video.js — 8 else-if chains; linklist.js:1156,1826 — 3+ condition OR chains; no-nested-ternary disabled for eds-form/ in .eslintrc.js"
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Functions with if-block wrapping >80% of function body flagged for guard-clause inversion; nested if-else >3 levels deep where outermost condition is validation/type-check flagged for early return,Medium,Yes,Yes,"Most blocks use early-return guard clauses effectively — 110 guard-clause if(!x) patterns found. Brightcove-video.js has some deep if nesting (lines 620-960) but they are feature-flag branching, not validation wrapping. No functions found where a guard-clause wraps >80% of the body without an early return. The codebase generally follows the early-return pattern well.",Early return guards used consistently; 110 if(!x) guard clauses found across blocks/; brightcove-video.js:620 uses positive condition wrapping but is feature branching not validation nesting
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Average file size under 500 LOC; functions under 40 lines; module boundaries well-defined,Medium,Yes,No,"6 of 8 sampled JS files exceed 500 LOC: linklist.js (1999), story-card.js (1159), brightcove-video.js (996), header.js (960), find-an-injector.js (871), carousel.js (855), video.js (643). linklist.js at 1999 lines is 4x the recommended limit. These large files contain many responsibilities and should be split into sub-modules. Most functions are appropriately sized but large files indicate module boundary issues.","linklist.js:1999 LOC, story-card.js:1159, brightcove-video.js:996, header.js:960, find-an-injector.js:871, carousel.js:855, video.js:643 — all exceed 500 LOC limit"
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Files have single responsibility and clear module boundaries,Medium,Yes,No,"Several files violate single responsibility: linklist.js (1999 LOC) handles data fetching, filtering, sorting, rendering, pagination, tag loading, and URL state; story-card.js (1159 LOC) handles config parsing, image building, index fetching, UE editor mode, and multiple card variants; header.js (960 LOC) handles desktop nav, mobile nav, language switching, and analytics. eds-form/ correctly splits concerns across eds-form.js, find-an-injector.js, maps.js, recaptcha.js.",linklist.js:1999 — combines data fetching+filtering+rendering+pagination+tags; story-card.js:1159 — combines parsing+image+index+UE+variants; header.js:960 — combines desktop+mobile+language+analytics
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,README present,Medium,Yes,Yes,README.md present at repository root (37 lines). Contains project setup instructions for the EDS project.,"README.md exists at repository root, 37 lines"
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Consistent error handling strategy,Critical,Yes,No,"Error handling is inconsistent across blocks: some fetch calls check response.ok and throw (news-feed.js:17, eds-form.js:796, stock-ticker.js:185 — good pattern), others use if(resp.ok) without else handling the error case (form.js:63, quote.js:355, fact-card.js:289), others return [] silently on failure (pipeline-utility-nav.js:43). No centralized error handling utility — each block implements its own strategy independently. Empty catch blocks found in 3+ files (row 77). No global error boundary.","Inconsistent patterns: throw on !ok (news-feed.js:17), silent [] return (pipeline-utility-nav.js:43), unchecked ok (form.js:63); no shared error handler utility; empty catches in story-card.js:590, brightcove-video.js:675"
