Phase,Category,Group,Sub-Group,Audit Type,Checklist Item,Importance,Mandatory,Implemented? (Yes / No),Comments,Evidence
Security,Security Standards,Security - Client-Side Code,Scripts,Code Audit,No eval() or Function(string) usage,Critical,Yes,Yes,"No eval() or new Function(string) usage was found in first-party blocks/, scripts/, or constants/ sources when excluding vendored bundles.",scripts/scripts.js
Security,Security Standards,Security - Client-Side Code,Scripts,Code Audit,No document.write or document.writeln,Critical,Yes,Yes,No document.write/document.writeln calls were found in project JavaScript sources outside dependency artifacts.,scripts/scripts.js
Security,Security Standards,Security - Client-Side Code,Scripts,Code Audit,External scripts use Subresource Integrity (SRI) where applicable,High,Yes,No,"Third-party GTM is injected dynamically without integrity/crossorigin SRI attributes (scripts/google-data-layer.js), and head.html references local scripts without SRI hashes (typical for same-origin assets but does not meet SRI for applicable external loads).",scripts/google-data-layer.js
Security,Security Standards,Security - Client-Side Code,Scripts,Code Audit,No unsanitized user input in innerHTML or dangerous sinks,Critical,Yes,No,Multiple sinks assign authored/API strings via innerHTML without universal encoding/DOMPurify (e.g. product-preview interpolates gameTitle/imageUrl; broad innerHTML usage across blocks—see grep). Partial escapeHtml/DOMPurify exists but not enforced on all sinks.,blocks/product-preview/product-preview.js
Security,Secrets Management,Security - Data & Secrets,Secrets,Code Audit,No hardcoded API keys or secrets in source,Critical,Yes,Yes,"Scanned JS/JSON/HTML for common secret patterns (sk-, long Bearer tokens, aws keys, BEGIN keys, client_secret); no hits. configs load from /configuration.json; constants/api-constants.js only exposes public path constants.",constants/api-constants.js
Security,Secrets Management,Security - Data & Secrets,Secrets,Code Audit,No credentials or tokens in URLs or query parameters,High,Yes,Yes,Auth tokens (Magento) and cart payloads are sent via JSON POST bodies to /bin/asuscto/* endpoints—not embedded in URLs or URLSearchParams. Filter APIs only pass websiteCode/sorting/pagination in query.,scripts/api-service.js
Security,Secrets Management,Security - Data & Secrets,Secrets,Code Audit,No sensitive data in client-side comments or console logs,Medium,No,Yes,"console.log/error usage is sparse; grepped for token/password/secret—no dumps of credentials. Comments reference token flow generically without values. Remaining logs are UI/debug (menu click metadata, scores) not secrets.",blocks/header/header.js
Security,Secrets Management,Security - Data & Secrets,Storage,Code Audit,No insecure storage usage (localStorage/sessionStorage/Cookies or other browser storage for secrets),Critical,Yes,No,"sessionStorage persists Magento bearer token (`cto_token_us`), cart IDs, guest cart payloads, and login/username flags—recoverable via XSS/extension. Requirement disallows storing secrets in browser storage; implementation uses storage for ecommerce session continuity.",blocks/header/header.js
Security,Secrets Management,Security - Data & Secrets,Storage,Code Audit,No PII stored in cookies or browser storage without encryption or consent,Critical,Yes,No,"Auth ticket (`aticket` cookie via getCookie/deleteCookie), guest/session IDs (`asus_mg_guest_id`), and `userName` in sessionStorage are stored in cleartext without client-side encryption; no consent/logging layer in code reviewed. Requirement not met.",blocks/header/sso.js
Security,Dependency / SBOM Review,Security - Dependencies,Dependencies,Code Audit,No known vulnerable dependencies (npm audit / Snyk),Critical,Yes,No,"Ran `npm audit` in workspace: reports 7 known issues ( lodash/picomatch/postcss/yaml/brace-expansion transitive — dev tooling paths) with highs/moderates; fixes suggested via npm audit fix. Per policy, unresolved advisories ⇒ No.",package-lock.json
Security,Security Standards,Security - Forms & Input,Input,Code Audit,No sensitive data exposed in client-visible IDs or data attributes,Medium,No,Yes,"Searched DOM data-* usage: blocks store product/catalog JSON in dataset (e.g., data-product/data-config) but no evidence of auth cookies, tickets, tokens, or passwords pushed into attributes. Remaining attributes are UI metadata (counts, swiper indexes).",blocks/product-listing/product-listing.js
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,Zero lint errors (ESLint/Stylelint),Critical,Yes,No,"Parsed docs/eslint-report.json: 57 files linted with aggregate 120 ESLint errors and 79 warnings (examples include no-console, import rules). Not zero-error state ⇒ fails checklist.",docs/eslint-report.json
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No unused variables,Critical,Yes,Yes,"Across docs/eslint-report.json ESLint snapshot, automated scan shows zero findings whose ruleIds mention unused vars (Airbnb disables/warn differs but none surfaced). Matches “no unused variables” for linted corpus.",docs/eslint-report.json
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No unused functions,Critical,Yes,No,"Standard ESLint setup (Airbnb) does not prove absence of dead functions—no ts-prune/unused-exports tooling in package.json, and eslint-report issues are dominated by other rules. Dead helper functions may exist without being flagged.",package.json
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No unused imports,Critical,Yes,Yes,"docs/eslint-report.json shows zero `no-unused-vars` findings (imports count as bindings under Airbnb). Remaining ESLint violations are unrelated (console, formatting, imports order, etc.).",docs/eslint-report.json
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No dead code paths,High,Yes,Yes,"ESLint snapshot lacks no-unreachable/no-constant-condition/default-case findings, indicating major dead-path patterns are absent. Full branch coverage not proven, but automated static checks show none flagged.",docs/eslint-report.json
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No dead code files (unreferenced modules),High,Yes,No,"Potentially unreferenced modules exist (e.g. blocks/footer/temp_footer.js has no imports from other sources in a quick repo grep), and there is no automated depcheck proving every file is reachable.",blocks/footer/temp_footer.js
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No commented-out production code,High,Yes,No,"Commented-out production template code remains in blocks (e.g. commented return strings for CTA markup in product-comparison), violating the no-commented-production-code hygiene expectation.",blocks/product-comparison/product-comparison.js
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No implicit globals,High,Yes,Yes,Sources are ES modules with import/export; no evidence of leaky assignments creating new globals without declaration in sampled blocks (window.* assignments are explicit).,blocks/header/header.js
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,Consistent file structure,Medium,Yes,Yes,AEM Franklin-style structure is consistent: each block lives under blocks/<name>/ with paired JS/CSS and shared scripts/ + styles/ directories.,blocks/header/header.js
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No duplicated constants,Medium,Yes,No,"Many `/bin/asuscto/*` paths are inlined in scripts/api-service.js (checkTicket/getCart/addToCart/...) instead of consolidating with constants/api-constants.js. Same literals appear scattered, failing DRY/no duplicated constants guideline.",scripts/api-service.js
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Variable names >2 characters (excluding loop iterators i/j/k/x/y); no single-letter variables outside loops; no anti-pattern names (temp/tmp/data/val/stuff/thing/foo/bar without qualifier); camelCase or snake_case consistent per file,High,Yes,No,"Multiple block/util files declare single-letter locals outside tight loops (e.g. `const n` for parsed numbers, footer `const a` anchors, tooltip `t/l`, product-compare `let t`). Violates “>2 chars outside loop iterators” naming rule despite overall camelCase consistency.",blocks/product-listing/product-listing.js
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Function names start with verb (get/set/is/has/should/create/update/delete/handle/render/fetch/parse/validate/transform/format/check/find/load/save/remove/add/init/build/compute/on); names >4 characters; no generic names (doStuff/handleIt/process/run without descriptive suffix),High,Yes,Yes,"Sampled header/helpers: verbs like fetchCartProducts, mergeGuestCartToMember, renderMiniCartContent, handleAddToCart; no doStuff/handleIt patterns found. EDS default export `decorate` is framework convention and widely used—acceptable domain verb.",blocks/header/header.js
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Consistent naming conventions,High,Yes,No,"Predominantly camelCase ESM naming, but legacy/typo files remain (`blocks/footer/uifrontned_footer.js`, duplicated `temp_footer.js`, mixed uifrontend_* spelling) harming uniform conventions.",blocks/footer/uifrontned_footer.js
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,No nested ternary expressions beyond 1 level; no if/else chains >4 branches (suggest switch/object-map); boolean expressions <=3 conditions per statement; complex boolean expressions without intermediate named variable flagged,High,Yes,Yes,Limited automated pattern checks: no obvious nested-ternary matches in large modules (e.g. product-listing); else-if counts in megabyte files stay modest in samples. Boolean complexity not exhaustively measured—no clear systematic violations found.,blocks/product-listing/product-listing.js
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Functions with if-block wrapping >80% of function body flagged for guard-clause inversion; nested if-else >3 levels deep where outermost condition is validation/type-check flagged for early return,Medium,Yes,No,No lint rule/script flags guard-clause inversion or overly nested validation ladders; codebase contains deep DOM logic but requirement calls for tooling-based flagging—not present.,package.json
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Average file size under 500 LOC; functions under 40 lines; module boundaries well-defined,Medium,Yes,No,"Numerous block/service files exceed 500 LOC (product-matches ~1575, header ~1540, help-me-choose ~1224, footer ~1047, listing ~884, etc.), so average file size/function length targets are not met.",blocks/product-matches/product-matches.js
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Files have single responsibility and clear module boundaries,Medium,Yes,No,"Largest modules (product-matches, header, help-me-choose, listing) intertwine fetching, templating, state, analytics, accessibility—beyond single-purpose boundaries despite one-block-per-file heuristic.",blocks/header/header.js
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,README present,Medium,Yes,Yes,Repository root ships README.md (Adobe Helix boilerplate documentation) outlining setup and usage.,README.md
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Consistent error handling strategy,Critical,Yes,No,"Error paths mix logging+empty fallbacks (`fetchFilters` returns []), thrown Errors for auth flows, silent DOM try/catches, and user-visible defaults per block—no single shared helper or taxonomy (typed errors/retry/UI messaging). Strategy is inconsistent repo-wide.",scripts/api-service.js
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Errors logged meaningfully,High,Yes,Yes,"Network layer (scripts/api-service.js) uniformly logs failures via console.error with context snippets; decorator blocks similarly log parse failures (404 block, configs). Silent catches are uncommon in sampled paths—overall logging adequate though not centralized.",scripts/api-service.js
Development,Error Handling & Observability Hooks,Code Quality - Errors & Reliability,Reliability,Code Audit,Errors fail gracefully,High,Yes,Yes,"Key blocks degrade to authored/default UI when upstream data missing (listing placeholder copy, preview shows “Product data not available”, 404 parses safely). Exceptions still bubble in some commerce calls but storefront surfaces generally avoid hard blank screens.",blocks/product-preview/product-preview.js
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Avoid magic numbers,Medium,Yes,No,"Defaults embed unexplained literals (`pageSize = 6`, `minBudget/maxBudget 500/5000`, `timeoutMs = 5000`, hardcoded publish host fallback). No shared named constants file for these budgets/timeouts—classic magic numbers remain.",scripts/api-service.js
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Constants centralized,Medium,Yes,No,"Some constants live in constants/api-constants.js, yet many literals (timeouts, budgets, assorted `/bin/asuscto/*` URLs) remain hardcoded throughout scripts/api-service.js and UI blocks.",constants/api-constants.js
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Config-driven behavior,Medium,Yes,Yes,"Runtime loads `/configuration.json` via scripts/configs.js/getConfigValue for endpoints, AppID, locale, etc., and block JSON models drive content—commerce behavior is largely config-driven instead of hardcoded only.",scripts/configs.js
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Shared utilities extracted,Medium,Yes,Yes,"Common logic centralized under scripts (aem.js, scripts.js helpers, configs, api-service, cookie, google-data-layer) and reused from blocks via ES module imports despite some duplicated parsing helpers per block.",scripts/scripts.js
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Duplicate code percentage within standard threshold,High,Yes,No,No duplicate-code telemetry (no jscpd/Sonar report checked in docs); heuristic shows repeated numeric parsing helpers duplicated across listing/help-me-choose/product-sidebar snippets. Threshold not evidenced.,blocks/product-listing/product-listing.js
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,No hardcoded environment values,High,Yes,No,Fallback `getConfigValue('api-endpoint') || 'https://publish-p165753-e1767020.adobeaemcloud.com'` embeds a concrete publish host directly in scripts/api-service.js; other blocks also reference fixed dam paths—environment not fully externalized.,scripts/api-service.js
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,Avoid circular dependencies,High,Yes,Yes,Ran `npx madge --circular scripts blocks` locally; tool reports ✔ No circular dependency found covering 52 graph nodes.,scripts/aem.js
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,No stale TODO/FIXME comments; no comments referencing symbols that do not exist in scope; no commented-out code blocks,Medium,Yes,No,"TODO comments remain in scripts/scripts.js without issue references, and commented-out production snippets exist elsewhere; stale TODO guidance not met.",scripts/scripts.js
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,commented-out code blocks >3 lines flagged; TODO/FIXME without issue-tracker reference flagged;,Medium,Yes,No,"Same findings as adjacent row: TODOs lack ticket references (scripts/scripts.js) and multi-line commented-out templates exist in blocks, so the stricter TODO/comment hygiene item is not satisfied.",scripts/scripts.js
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Metadata,Code Audit,"Charset meta tag (<meta charset=""UTF-8"">) declared in <head> before any content-producing elements; charset declaration appears within first 1024 bytes of document",Critical,Yes,No,"head.html fragment does not include <meta charset=""UTF-8""> (grep shows no charset declaration), so the HTML head template does not itself guarantee early charset placement.",head.html
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Metadata,Code Audit,Language attribute (lang) on <html> element is a valid BCP 47 tag matching page content language; lang attribute not empty or set to 'undefined',High,Yes,No,404.html ships <html> without a lang attribute; other pages rely on head.html runtime setPageLanguage from metadata rather than a guaranteed static BCP-47 lang in the source fragment.,404.html
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Metadata,Code Audit,Direction attribute (dir) specified on <html> or relevant container elements for RTL language pages; value is 'ltr' or 'rtl' matching content language direction,Medium,No,Yes,"No explicit dir attributes are authored in sampled HTML fragments; for LTR-only content the HTML user-agent default direction applies, and no RTL-specific templates requiring explicit dir were found in-repo.",404.html
Development,Code Quality & Standards,CSS Architecture & Tokens,Maintainability,Code Audit,"If CSS print stylesheet (@media print) is defined, print styles hide non-essential UI elements (navigation/footer/sidebar/ads)",Medium,No,No,A @media print block exists in styles/styles-old__28-Nov.css but only forces monochrome/background removal and typography breaks; it does not hide navigation/footer/sidebar chrome for printing.,styles/styles-old__28-Nov.css
Development,Code Quality & Standards,CSS Architecture & Tokens,Design Tokens,Code Audit,Font-family declarations defined at :root or body level using CSS custom properties; component-level stylesheets reference font-family tokens instead of hardcoding font names,High,Yes,Yes,:root defines --font-* tokens in styles/styles.css and sampled block CSS uses var(--font-text)/var(--font-display) rather than hardcoded family stacks in component files.,styles/styles.css
Development,HTML/CSS/JS Implementation (HTML-first),HTML Media & Data,Images,Code Audit,Content <img> elements have explicit width and height HTML attributes or CSS aspect-ratio set to reserve layout space and prevent CLS,High,Yes,No,"Many dynamically rendered <img> tags omit width/height attributes and rely on CSS without guaranteed aspect-ratio on all product imagery (e.g. product-card templates), so CLS reservation is not consistently implemented.",blocks/product-card/product-card.js
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No unused npm/yarn packages in package.json; depcheck or npm-check analysis confirms all listed dependencies are imported in source code,High,Yes,No,package.json does not include depcheck/npm-check scripts or evidence that every dependency is referenced from source; manual verification was not performed for all packages.,package.json
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,No setState/dispatch/state-mutation calls inside for/while/do-while/forEach/map/reduce loops; state updates batched or moved outside iteration blocks,High,Yes,No,"Imperative code frequently mutates DOM/state inside forEach/map loops (e.g., building markup per item) rather than batching updates; there is no React-style setState, but the checklist’s batching intent is not consistently followed.",blocks/product-listing/product-listing.js
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No unused component props passed from parent to child; unused prop detection via static analysis or TypeScript strict mode,Medium,No,Yes,Project is AEM EDS decorate blocks manipulating DOM—no React parent/child prop drilling. Unused-prop linting / TS strict irrelevant; nothing to statically analyze.,blocks/modal/modal.js
Process & Governance,SDLC / Ways of Working,Version Control & Repository,VCS,Code Audit,Git repository initialized with .git directory present; remote origin configured; repository is not in detached HEAD state,Critical,Yes,No,`git rev-parse --git-dir` fails in workspace (no .git metadata). Remote/origin and branch state therefore unverifiable here—treat as not meeting checked-in VCS requirement locally.,
Process & Governance,SDLC / Ways of Working,Version Control & Repository,VCS,Code Audit,.gitignore file present and includes standard exclusions (node_modules; dist/build output; .env files; OS files; IDE config); no build artifacts or dependency folders committed,Critical,Yes,No,"No `.gitignore` file present under audit workspace (Glob/test -f confirm). Cannot assert standard exclusions (node_modules, dist, env) are enforced.",
Process & Governance,SDLC / Ways of Working,Version Control & Repository,VCS,Code Audit,Package lock file (package-lock.json or yarn.lock) committed to repository; lock file version matches package.json dependencies; no conflicting lock files present,High,Yes,Yes,"`package-lock.json` present (214 KB), no conflicting `yarn.lock`/`pnpm-lock`. Lock tracks package.json deps; standard npm pinning satisfied for this audit snapshot.",package-lock.json
Process & Governance,Quality Gates & Acceptance Criteria,Testing & Quality Gates,Quality,Code Audit,Pre-commit hooks configured (husky; lint-staged; or lefthook); hooks run linting and formatting before each commit; .husky directory or equivalent present,High,Yes,No,"`package.json` lists `husky` + `lint-staged`, but workspace lacks `.husky/` hooks directory (glob). Without committed hook scripts, mandatory pre-commit automation not demonstrated.",package.json
Process & Governance,SDLC / Ways of Working,Project Configuration,Config,Code Audit,Node.js version specified via engines field in package.json; version is LTS or current stable,High,Yes,No,"package.json lacks an `engines` constraint for Node/npm, so toolchain version/LTS pinning is undocumented despite devDependencies tooling.",package.json
Process & Governance,Compliance & Audit Trail,GenAI Tools & Code Quality,Code Hygiene,Code Audit,Hardcoded mock data or example values left in production code (e.g. 'John Doe'; 'test@example.com'; 'Lorem ipsum'; '123 Main St'; placeholder UUIDs); regex pattern scan across source files,High,Yes,Yes,"Regex scan for common placeholders (Lorem, John Doe, test@example.com, fake UUIDs, 123 Main) returned no hits in source/HTML/JSON excluding lock/reports. Occurrences of “mock*” are DOM mockup fragments, not seeded personal data.",blocks/product-matches/product-matches.js
